arm_size,edge_count,mean_bell_pairs,std_dev
9,5,0.6523046092184369,0.7583866432112333
9,6,0.73125,0.7721002424952039
9,7,1.0777777777777777,0.8955737662762234
9,8,1.0940959409594095,0.8961864751091976
9,9,1.1542553191489362,0.852886247108203
9,10,1.220125786163522,0.8259846348383807
9,11,1.3597122302158273,0.9267145820523536
9,12,1.3073770491803278,0.9630502533841558
9,13,1.1666666666666667,0.7425643872142526
9,14,1.297752808988764,0.7527189394711753
9,15,1.1553398058252426,0.7443549853290942
9,16,1.0842696629213484,0.8502538225842935
9,17,1.005813953488372,0.8025480965851337
9,18,1.10752688172043,0.8003038226252883
9,19,0.9469026548672567,0.7657944983176642
9,20,0.8105263157894737,0.7336115390706165
9,21,0.6701030927835051,0.6727067446229213
9,22,0.765625,0.7143385788708025
9,23,0.6407766990291263,0.6394600806507468
9,24,0.6358695652173914,0.659267245873119
9,25,0.6150442477876106,0.7288960878981473
9,26,0.49,0.5317210478505366
9,27,0.43119266055045874,0.636352052531025
9,28,0.4418604651162791,0.6059441085231366
9,29,0.3088235294117647,0.41651618327027085
9,30,0.3333333333333333,0.4334498677803327
9,31,0.2767857142857143,0.39614860776445926
9,32,0.33884297520661155,0.5132205342778168
9,33,0.26171875,0.41604078649048587
9,34,0.25735294117647056,0.3943362642778606
9,35,0.17307692307692307,0.3144572700540191
9,36,0.17692307692307693,0.2910921592893932
9,37,0.23026315789473684,0.38977654894037556
9,38,0.24666666666666667,0.4085769487409998
9,39,0.16352201257861634,0.30552328707114834
9,40,0.1360759493670886,0.3020562976231522
9,41,0.12087912087912088,0.2714872008486537
9,42,0.19817073170731708,0.36578725268950546
9,43,0.08333333333333333,0.2222021506670874
9,44,0.13507109004739337,0.26186577744777945
9,45,0.09946236559139784,0.23144605625150266
9,46,0.10597826086956522,0.25267339891520685
9,47,0.08611111111111111,0.235356353820488
9,48,0.07923497267759563,0.19044616348924956
9,49,0.05588235294117647,0.16710407852449222
9,50,0.10429447852760736,0.23209983304644866
9,51,0.06476683937823834,0.1683314950565677
9,52,0.053125,0.16442079586599603
9,53,0.07432432432432433,0.1966112991201605
9,54,0.057692307692307696,0.21968847783915604
9,55,0.046511627906976744,0.15536990339684503
9,56,0.087248322147651,0.22308905948074553
9,57,0.055944055944055944,0.1977416074757547
9,58,0.025,0.12472992406329177
9,59,0.024193548387096774,0.10772666988816076
9,60,0.011194029850746268,0.07424856421101758
9,61,0.04375,0.16291937122081998
9,62,0.011363636363636364,0.07494337813879727
9,63,0.00641025641025641,0.05661385170722978
9,64,0.019736842105263157,0.0980064444712425
9,65,0.011111111111111112,0.07453559924999299
9,66,0.010416666666666666,0.07216878364870322
9,67,0.0,0.0
9,68,0.020833333333333332,0.10206207261596577
9,69,0.0,0.0
9,70,0.0,0.0
9,71,0.0,0.0
9,72,0.0,0.0
9,73,0.0,0.0
9,74,0.0,0.0
9,75,0.0,0.0
9,76,0.0,0.0
9,77,0.0,0.0
9,78,0.0,0.0
9,79,0.0,0.0
9,80,0.0,0.0
9,81,0.0,0.0
10,1,0.04,0.19605723255834875
10,2,0.13651137594799567,0.3528618150972766
10,3,0.31075949367088607,0.5183068666240145
10,4,0.47762345679012347,0.6536374741709523
10,5,0.6683070866141733,0.7561186888225695
10,6,0.8233173076923077,0.8188499459687196
10,7,1.0015673981191222,0.8481374641996767
10,8,1.1954887218045114,0.8802542224259633
10,9,1.2024390243902439,0.8907167759395912
10,10,1.326470588235294,0.894198534912627
10,11,1.3095238095238095,0.9118270512704542
10,12,1.3829787234042554,0.9739221555821783
10,13,1.2387387387387387,0.8629938555739516
10,14,1.3625,0.7874610699640082
10,15,1.3823529411764706,0.9809102272632191
10,16,1.2307692307692308,0.8962124765906816
10,17,1.2,0.8571946154145231
10,18,1.0632183908045978,0.7265904675708472
10,19,1.0892857142857142,0.7205247005869015
10,20,1.205128205128205,0.8806575813321404
10,21,0.9513888888888888,0.7419033488465556
10,22,0.7884615384615384,0.6909396517769135
10,23,0.9226190476190477,0.8084420821028213
10,24,0.6685393258426966,0.6864923202937289
10,25,0.5777777777777777,0.6222066165333888
10,26,0.6190476190476191,0.568336441694634
10,27,0.54,0.5856389442079248
10,28,0.5647058823529412,0.7019879734339743
10,29,0.5,0.5428967140306369
10,30,0.41363636363636364,0.5976217810295803
10,31,0.3605769230769231,0.5235091210768298
10,32,0.34649122807017546,0.4983476812696103
10,33,0.2621359223300971,0.43071224752440396
10,34,0.25833333333333336,0.4490107395794705
10,35,0.24015748031496062,0.4402848721611023
10,36,0.2874015748031496,0.5099007257851577
10,37,0.2689655172413793,0.4677839662498703
10,38,0.24397590361445784,0.4946316407407696
10,39,0.19310344827586207,0.3128398535135192
10,40,0.1987179487179487,0.33925671685882597
10,41,0.18292682926829268,0.4182361085152242
10,42,0.20454545454545456,0.3643134664570456
10,43,0.1804733727810651,0.34283101948003963
10,44,0.15083798882681565,0.28958876597720795
10,45,0.12096774193548387,0.25498516974841956
10,46,0.1305732484076433,0.28389742197286993
10,47,0.11081081081081082,0.2946845990647788
10,48,0.10256410256410256,0.24292799353911002
10,49,0.09701492537313433,0.2535567880694962
10,50,0.11137440758293839,0.2771685186359765
10,51,0.10173160173160173,0.33853461295841164
10,52,0.083710407239819,0.24496156902724137
10,53,0.06192660550458716,0.19691153158322638
10,54,0.0639269406392694,0.19867707918581948
10,55,0.06565656565656566,0.1836801546728245
10,56,0.04932735426008968,0.15678928165843647
10,57,0.0675,0.198470913530391
10,58,0.05793991416309013,0.17330224692116267
10,59,0.06279069767441861,0.20395992804840607
10,60,0.05384615384615385,0.17117868196072564
10,61,0.036170212765957444,0.14533417418436717
10,62,0.0532994923857868,0.18475515140078982
10,63,0.03488372093023256,0.15267661892836892
10,64,0.018604651162790697,0.10646357359036039
10,65,0.045454545454545456,0.16846438553128054
10,66,0.01366120218579235,0.0817341910827617
10,67,0.02247191011235955,0.10388260321968298
10,68,0.02956989247311828,0.12918383279731482
10,69,0.0225,0.11537028000112373
10,70,0.017543859649122806,0.0922709699122367
10,71,0.021212121212121213,0.1010842915517629
10,72,0.02348993288590604,0.12102560693135801
10,73,0.016025641025641024,0.08835178576561727
10,74,0.018518518518518517,0.09477796927807326
10,75,0.008849557522123894,0.06622138482271553
10,76,0.0196078431372549,0.09753315322227667
10,77,0.005050505050505051,0.05025189076296061
10,78,0.006944444444444444,0.058925565098878974
10,79,0.006329113924050633,0.056254395046301205
10,80,0.0,0.0
10,81,0.0,0.0
10,82,0.0,0.0
10,83,0.0,0.0
10,84,0.0,0.0
10,85,0.0,0.0
10,86,0.0,0.0
10,87,0.0,0.0
10,88,0.0,0.0
10,89,0.0,0.0
10,90,0.0,0.0
10,91,0.0,0.0
10,92,0.0,0.0
10,93,0.0,0.0
10,94,0.0,0.0
10,95,0.0,0.0
10,96,0.0,0.0
10,97,0.0,0.0
10,98,0.0,0.0
10,99,0.0,0.0
10,100,0.0,0.0
11,1,0.044,0.2051977244174655
11,2,0.14086021505376345,0.3511434678503179
11,3,0.29294871794871796,0.4942691054337581
11,4,0.43119266055045874,0.6073864752853213
11,5,0.6516007532956686,0.7467491045906776
11,6,0.750561797752809,0.7744692450965139
11,7,1.0029850746268656,0.8660202437881102
11,8,1.105072463768116,0.9262885836414337
11,9,1.3492063492063493,1.0580300365572546
11,10,1.24496644295302,0.9925694367167235
11,11,1.3993288590604027,1.024991538811175
11,12,1.4259259259259258,1.0180951950763015
11,13,1.6896551724137931,0.943895254678362
11,14,1.471830985915493,0.9098167945238126
11,15,1.4714285714285715,1.0351983436839751
11,16,1.4423076923076923,0.9834605076645154
11,17,1.3692307692307693,0.8982488305244051
11,18,1.2830188679245282,0.9532809435467925
11,19,1.411764705882353,0.8871633578599893
11,20,1.3055555555555556,0.7486885809166376
11,21,0.875,0.7246975694482348
11,22,1.0384615384615385,0.9280284491400427
11,23,0.8943661971830986,0.8656768324667223
11,24,1.0633802816901408,0.9099826429458842
11,25,0.6774193548387096,0.6900746823063665
11,26,0.8214285714285714,0.9216022186120482
11,27,0.6524390243902439,0.7101079051642887
11,28,0.5833333333333334,0.5778187076189718
11,29,0.6049382716049383,0.7361897232656643
11,30,0.603448275862069,0.6385754996906257
11,31,0.5752688172043011,0.6632685720663818
11,32,0.4606741573033708,0.560157846570559
11,33,0.33152173913043476,0.43397709663222755
11,34,0.4292929292929293,0.548700231391501
11,35,0.2962962962962963,0.3808318308002107
11,36,0.3113207547169811,0.44961798699763555
11,37,0.23333333333333334,0.47569113012757697
11,38,0.2831858407079646,0.4112052526387819
11,39,0.29545454545454547,0.4823390268777866
11,40,0.23553719008264462,0.4381513254824623
11,41,0.2153846153846154,0.37838119871952486
11,42,0.208,0.40751014236339234
11,43,0.14173228346456693,0.2589480995010788
11,44,0.1870967741935484,0.3378137651496628
11,45,0.11678832116788321,0.22899054150312867
11,46,0.16083916083916083,0.31174993703986736
11,47,0.14080459770114942,0.26664569547464134
11,48,0.13043478260869565,0.31682824653107006
11,49,0.11797752808988764,0.23194671010453766
11,50,0.12745098039215685,0.2993118092584983
11,51,0.0975,0.2777217978209932
11,52,0.10416666666666667,0.22204035606341446
11,53,0.0945273631840796,0.21452249415274016
11,54,0.08368200836820083,0.2132812857702594
11,55,0.07341269841269842,0.198519069696911
11,56,0.07205240174672489,0.18210676658212288
11,57,0.08125,0.2011018289491534
11,58,0.054,0.1679189898391316
11,59,0.07456140350877193,0.19043719859700528
11,60,0.052845528455284556,0.15403429422128764
11,61,0.04132231404958678,0.15225520260383277
11,62,0.04956896551724138,0.16356362724711315
11,63,0.045275590551181105,0.15048447070566093
11,64,0.04940711462450593,0.17964262436533204
11,65,0.034552845528455285,0.13486653739989496
11,66,0.043668122270742356,0.1562066610392707
11,67,0.037815126050420166,0.1475490888141965
11,68,0.024096385542168676,0.1073023630866524
11,69,0.024691358024691357,0.1261615757252202
11,70,0.03787878787878788,0.13255620977478186
11,71,0.02681992337164751,0.11286923230682738
11,72,0.01984126984126984,0.10750324095538216
11,73,0.028455284552845527,0.11607198695479018
11,74,0.030737704918032786,0.12034701562230996
11,75,0.023809523809523808,0.11645203563937756
11,76,0.024390243902439025,0.10792398187434404
11,77,0.011574074074074073,0.07536160316564937
11,78,0.02100840336134454,0.10052516076069314
11,79,0.014705882352941176,0.09631456488138175
11,80,0.006607929515418502,0.057225222861381965
11,81,0.015151515151515152,0.08589603667957883
11,82,0.011363636363636364,0.07468628174424274
11,83,0.0049261083743842365,0.04950616981378948
11,84,0.015706806282722512,0.1013820180555193
11,85,0.011764705882352941,0.07601271258654735
11,86,0.005780346820809248,0.05360382520513999
11,87,0.002617801047120419,0.03617873026462108
11,88,0.022900763358778626,0.10492846317386044
11,89,0.006024096385542169,0.054715567759451585
11,90,0.006756756756756757,0.057925781932910245
11,91,0.003703703703703704,0.04303314829119352
11,92,0.009174311926605505,0.06741425885505138
11,93,0.0045871559633027525,0.04789131426105757
11,94,0.005,0.049999999999999996
11,95,0.0049504950495049506,0.04975185951049945
11,96,0.0,0.0
11,97,0.0,0.0
11,98,0.0,0.0
11,99,0.0,0.0
11,100,0.0,0.0
11,101,0.0,0.0
11,102,0.0,0.0
11,103,0.0,0.0
11,104,0.0,0.0
11,105,0.0,0.0
11,106,0.0,0.0
11,107,0.0,0.0
11,108,0.0,0.0
11,109,0.0,0.0
11,110,0.0,0.0
11,111,0.0,0.0
11,112,0.0,0.0
11,113,0.0,0.0
11,114,0.0,0.0
11,115,0.0,0.0
11,116,0.0,0.0
11,117,0.0,0.0
11,118,0.0,0.0
11,119,0.0,0.0
11,120,0.0,0.0
11,121,0.0,0.0
12,1,0.027,0.162164414398774
12,2,0.13774403470715835,0.35105936713495217
12,3,0.27904191616766466,0.4969731324769959
12,4,0.3921852387843705,0.575109063745374
12,5,0.6053097345132743,0.7274799487822661
12,6,0.8033707865168539,0.8199990988517141
12,7,0.9164179104477612,0.8893240747094933
12,8,1.0988372093023255,0.9076622624823586
12,9,1.33248730964467,0.9353382047345722
12,10,1.5571428571428572,1.1382295473510844
12,11,1.578358208955224,0.9883807628519059
12,12,1.603448275862069,1.03748894932328
12,13,1.5555555555555556,1.061175001834924
12,14,1.75,1.0009610766273966
12,15,1.6538461538461537,0.9475423676340485
12,16,1.7419354838709677,0.8904867681745893
12,17,1.5277777777777777,0.8434915455541827
12,18,1.5686274509803921,0.9274675619294577
12,19,1.5490196078431373,0.9500257994432799
12,20,1.44,1.0083326305726454
12,21,1.3214285714285714,0.7872569587903069
12,22,1.2083333333333333,0.944374910526114
12,23,1.1428571428571428,0.9185586535436918
12,24,1.1764705882352942,1.0574664505872737
12,25,0.9473684210526315,0.7114133977908984
12,26,0.85,0.7371345514482247
12,27,0.7608695652173914,0.6644891975945183
12,28,0.5865384615384616,0.647174506318782
12,29,0.7222222222222222,0.7246773300610434
12,30,0.7019230769230769,0.7492454726460102
12,31,0.6014492753623188,0.6392764185396937
12,32,0.6458333333333334,0.7191421924471867
12,33,0.5238095238095238,0.5849494838167751
12,34,0.5422535211267606,0.7007469426733136
12,35,0.46296296296296297,0.5904329861306117
12,36,0.4262295081967213,0.597467332257383
12,37,0.33116883116883117,0.4974301697249205
12,38,0.2988505747126437,0.41385714108422733
12,39,0.3431372549019608,0.5264320034362413
12,40,0.2871287128712871,0.46554556518919477
12,41,0.2757009345794392,0.4301910767859884
12,42,0.25217391304347825,0.3589330744652547
12,43,0.19196428571428573,0.3235886591563745
12,44,0.16019417475728157,0.29048296694192055
12,45,0.24206349206349206,0.38332298122667774
12,46,0.1984126984126984,0.4151113830256409
12,47,0.1836734693877551,0.41825482439168826
12,48,0.14963503649635038,0.3341195822366687
12,49,0.1396103896103896,0.28865675642292765
12,50,0.13953488372093023,0.3025347381406931
12,51,0.15,0.3581925275497143
12,52,0.14497041420118342,0.2802871067578892
12,53,0.09635416666666667,0.22263824949818498
12,54,0.09248554913294797,0.24731383900699322
12,55,0.08823529411764706,0.20952402904724066
12,56,0.054404145077720206,0.17939070019391246
12,57,0.07142857142857142,0.2066892291757835
12,58,0.07727272727272727,0.24998962203449185
12,59,0.06278026905829596,0.17910030700503182
12,60,0.0720164609053498,0.19273704878889478
12,61,0.06967213114754098,0.2009808640082362
12,62,0.0562015503875969,0.20627394349292863
12,63,0.045064377682403435,0.15779766663759806
12,64,0.05660377358490566,0.15872292654165795
12,65,0.05894308943089431,0.1905451385084174
12,66,0.04771784232365145,0.16709833448798456
12,67,0.03734439834024896,0.14668419045318867
12,68,0.04752851711026616,0.16526515285611784
12,69,0.04642857142857143,0.15141422417034006
12,70,0.03103448275862069,0.12780675365908253
12,71,0.03962264150943396,0.14865511060728007
12,72,0.030508474576271188,0.1198840671389973
12,73,0.025559105431309903,0.1173359077407723
12,74,0.02922077922077922,0.1306088596719151
12,75,0.0297029702970297,0.11838696885688742
12,76,0.044407894736842105,0.15361962175546623
12,77,0.017241379310344827,0.10868501683260702
12,78,0.02631578947368421,0.11184483056026377
12,79,0.023809523809523808,0.11496863535262972
12,80,0.02249134948096886,0.11186248732592184
12,81,0.0136986301369863,0.08175912739386577
12,82,0.01877133105802048,0.09520629510348466
12,83,0.027472527472527472,0.12925061218361175
12,84,0.016917293233082706,0.1004494086583668
12,85,0.018867924528301886,0.10336289403754921
12,86,0.01864406779661017,0.09489445671570884
12,87,0.01937984496124031,0.10628316877913749
12,88,0.006872852233676976,0.058317037657506704
12,89,0.006666666666666667,0.07051332725063685
12,90,0.009259259259259259,0.06753360314208483
12,91,0.003367003367003367,0.04096113008468123
12,92,0.007518796992481203,0.06096588610018946
12,93,0.0,0.0
12,94,0.007407407407407408,0.06051775324594833
12,95,0.0,0.0
12,96,0.001937984496124031,0.031128640318234514
12,97,0.00398406374501992,0.04454283045586483
12,98,0.004032258064516129,0.044810339951181145
12,99,0.0,0.0
12,100,0.0,0.0
12,101,0.007575757575757576,0.06123253355583794
12,102,0.0023923444976076554,0.034585723193303726
12,103,0.006944444444444444,0.05865085234350952
12,104,0.002512562814070352,0.035444060250416805
12,105,0.008426966292134831,0.06454357572226539
12,106,0.0,0.0
12,107,0.005952380952380952,0.054390890563889904
12,108,0.0,0.0
12,109,0.009259259259259259,0.0676174437741733
12,110,0.0035714285714285713,0.04225771273642583
12,111,0.008620689655172414,0.06536714440922053
12,112,0.004347826086956522,0.046625240412015684
12,113,0.0,0.0
12,114,0.0,0.0
12,115,0.006666666666666667,0.05773502691896259
12,116,0.0,0.0
12,117,0.007462686567164179,0.061084722178152605
12,118,0.0,0.0
12,119,0.0,0.0
12,120,0.0,0.0
12,121,0.0,0.0
12,122,0.0,0.0
12,123,0.0,0.0
12,124,0.0,0.0
12,125,0.0,0.0
12,126,0.0,0.0
12,127,0.0,0.0
12,128,0.0,0.0
12,129,0.0,0.0
12,130,0.0,0.0
12,131,0.0,0.0
12,132,0.0,0.0
12,133,0.0,0.0
12,134,0.0,0.0
12,135,0.0,0.0
12,136,0.0,0.0
12,137,0.0,0.0
12,138,0.0,0.0
12,139,0.0,0.0
12,140,0.0,0.0
12,141,0.0,0.0
12,142,0.0,0.0
12,143,0.0,0.0
12,144,0.0,0.0
