arm_size,edge_count,mean_bell_pairs,std_dev
3,1,0.149,0.3562666500332664
3,2,0.5041322314049587,0.5400060046722528
3,3,0.8751431844215349,0.578068802353601
3,4,1.0587557603686637,0.4479911025196721
3,5,1.0635491606714629,0.4669534147834515
3,6,0.9596354166666666,0.5590883549841074
3,7,1.078144078144078,0.5450362575126514
3,8,1.4548104956268222,0.4983170587517205
3,9,0.0,0.0
4,1,0.132,0.3386601403925338
4,2,0.4948132780082988,0.5534504871568975
4,3,0.8630536130536131,0.6527554016565711
4,4,1.1572368421052632,0.6583408271968084
4,5,1.2448700410396716,0.6167393964127251
4,6,1.2420058139534884,0.5879132316446527
4,7,1.2020958083832336,0.6311706667749196
4,8,1.1549618320610686,0.6790006305881799
4,9,1.1916167664670658,0.6604857758561264
4,10,1.091454272863568,0.6733017668937797
4,11,1.1958204334365325,0.6576664350557063
4,12,1.2810902896081773,0.6726242506919135
4,13,1.3619153674832962,0.6248906204002475
4,14,0.864406779661017,0.45204099200988535
4,15,1.1448979591836734,0.638922384421997
4,16,0.0,0.0
5,1,0.113,0.31675121362250747
5,2,0.4618556701030928,0.5574235473489861
5,3,0.8429561200923787,0.6690015270229455
5,4,1.1809775429326288,0.7490788669865894
5,5,1.4084821428571428,0.754145672703094
5,6,1.384933774834437,0.7103276255178217
5,7,1.4042386185243327,0.6713575795173888
5,8,1.3016129032258064,0.7412367814879757
5,9,1.1779935275080906,0.7563032929630108
5,10,1.0788643533123028,0.6964781436884284
5,11,1.0550387596899224,0.6902111973465503
5,12,0.9689922480620154,0.7146208708610804
5,13,0.9675850891410048,0.6947760801837431
5,14,0.97890625,0.712580044511268
5,15,0.9869029275808937,0.6962628136600866
5,16,0.9168039538714992,0.6718633264952714
5,17,0.9883928571428572,0.6861452220781916
5,18,0.9877408056042032,0.7088589615976119
5,19,0.9124472573839663,0.7072810117337085
5,20,0.8492957746478873,0.6695291455022785
5,21,0.8709677419354839,0.6126802736017458
5,22,1.3877551020408163,0.6029592498108506
5,23,0.0,0.0
5,24,0.0,0.0
5,25,0.0,0.0
6,1,0.122,0.32744957355785825
6,2,0.4098360655737705,0.5416646457749995
6,3,0.7794444444444445,0.6594649483063834
6,4,1.1219667943805876,0.7544430807339493
6,5,1.456152758132956,0.7556592299549025
6,6,1.5834683954619124,0.785368820663458
6,7,1.59347442680776,0.8014406808871751
6,8,1.5456238361266295,0.768590753454952
6,9,1.4079391891891893,0.7615247482191712
6,10,1.2629310344827587,0.7371853032998867
6,11,1.1243611584327087,0.7469181681336152
6,12,1.0328125,0.7265487881949451
6,13,0.9474085365853658,0.6884384304625233
6,14,0.7991137370753324,0.7015193446305635
6,15,0.7234513274336283,0.6452841357075749
6,16,0.7266666666666667,0.6619367321645808
6,17,0.7852852852852853,0.649807138300403
6,18,0.7131268436578171,0.6733513386382011
6,19,0.750733137829912,0.6583080629709152
6,20,0.6789473684210526,0.5983225335498036
6,21,0.743161094224924,0.6279805338334037
6,22,0.7020440251572327,0.646964252888385
6,23,0.7040358744394619,0.6397500250249946
6,24,0.7147286821705426,0.6072927368228561
6,25,0.6602787456445993,0.6283782769868798
6,26,0.6675531914893617,0.6214293719369561
6,27,0.6592741935483871,0.6053921655926549
6,28,0.7007672634271099,0.6149625167250854
6,29,0.6504702194357367,0.6162817840224358
6,30,0.7101449275362319,0.6370772752360607
6,31,0.6171171171171171,0.6465114600508393
6,32,0.8191489361702128,0.9465356278170963
6,33,1.6794871794871795,1.07902965355562
6,34,2.1530612244897958,0.6862039422359334
6,35,2.0454545454545454,0.9671717975784045
6,36,0.0,0.0
7,1,0.11,0.3130463192532345
7,2,0.36567926455566907,0.5206245495205415
7,3,0.6954148471615721,0.6632596622939733
7,4,1.0987804878048781,0.7675490864480329
7,5,1.4258474576271187,0.8387343056880896
7,6,1.6781701444622792,0.9079172253273535
7,7,1.7056672760511884,0.847440048820425
7,8,1.753295668549906,0.8486190030957151
7,9,1.5833333333333333,0.8238053562115694
7,10,1.5601851851851851,0.8141763215212904
7,11,1.4655172413793103,0.844854938024778
7,12,1.2375690607734806,0.7505884421710095
7,13,1.0797598627787306,0.7671757980551984
7,14,1.0363924050632911,0.7084088269209381
7,15,0.9357366771159875,0.6598667908976783
7,16,0.8155416012558869,0.6504426868766137
7,17,0.6994177583697234,0.6032948492054002
7,18,0.6572463768115943,0.6067936241798723
7,19,0.6074895977808599,0.5973547663704813
7,20,0.597872340425532,0.588414192630476
7,21,0.5361271676300579,0.5481145432717014
7,22,0.5284552845528455,0.5517978989953405
7,23,0.49659400544959126,0.5207056354775133
7,24,0.49115646258503404,0.5110395946614317
7,25,0.5217096336499322,0.5512493787110778
7,26,0.5168690958164642,0.5514589204546847
7,27,0.5075966850828729,0.5398481142781622
7,28,0.4914134742404227,0.5378457268612077
7,29,0.4796918767507003,0.5044758047773248
7,30,0.5063025210084033,0.5285955334146797
7,31,0.5028776978417266,0.5414973431409411
7,32,0.5289855072463768,0.5298359275232709
7,33,0.4687022900763359,0.520392108319751
7,34,0.4753731343283582,0.5192032194946975
7,35,0.5181818181818182,0.539499400045085
7,36,0.5122377622377622,0.538230765267183
7,37,0.4812734082397004,0.519439613766329
7,38,0.46206896551724136,0.5422774510732267
7,39,0.4401114206128134,0.47848222427527815
7,40,0.39087301587301587,0.48585164860092717
7,41,0.3816568047337278,0.46054532954264016
7,42,0.3967391304347826,0.5908554214030987
7,43,0.4473684210526316,0.55494671870139
7,44,1.0263157894736843,1.0471347707292389
7,45,0.8,0.4472135954999579
7,46,0.0,0.0
7,47,0.0,0.0
7,48,0.0,0.0
7,49,0.0,0.0
8,1,0.1,0.3001501125938321
8,2,0.355464759959142,0.5099202627571949
8,3,0.677470775770457,0.6566860550848541
8,4,1.0393654524089306,0.8025190174358713
8,5,1.3570432357043236,0.8428113134855489
8,6,1.5708661417322836,0.8945250785322358
8,7,1.8584070796460177,0.8758709610298321
8,8,1.9197651663405089,0.9258915913122164
8,9,1.9278350515463918,0.9885441198388792
8,10,1.845114345114345,0.9010538028597159
8,11,1.7028508771929824,0.9186544075824474
8,12,1.5512820512820513,0.8696310910490171
8,13,1.3888888888888888,0.8397860833372874
8,14,1.2421441774491682,0.8099829819361765
8,15,1.1372549019607843,0.7505133630544157
8,16,1.0161290322580645,0.7343570168659931
8,17,0.8887122416534181,0.678620107177666
8,18,0.8204930662557781,0.6875630635709238
8,19,0.6871301775147929,0.6117104526191489
8,20,0.6368124118476728,0.5998224737968036
8,21,0.597165991902834,0.5921833725576718
8,22,0.5068212824010914,0.5419125884637777
8,23,0.49935316946959896,0.5243422682074478
8,24,0.4550063371356147,0.5327506499629371
8,25,0.4246031746031746,0.4844637657599167
8,26,0.3994910941475827,0.48945543174614753
8,27,0.3532818532818533,0.43712116333544887
8,28,0.3852040816326531,0.44588134678539837
8,29,0.3553459119496855,0.45290105996636526
8,30,0.36625,0.42554353081767793
8,31,0.35767790262172283,0.441977489385597
8,32,0.3343828715365239,0.41787209046999246
8,33,0.3398294762484775,0.4508630965845381
8,34,0.3506172839506173,0.4232499653857536
8,35,0.349435382685069,0.4433090592496667
8,36,0.336848635235732,0.45245444578150834
8,37,0.3468869123252859,0.4217373990527667
8,38,0.34328358208955223,0.43112660682499393
8,39,0.36910994764397903,0.4613658489867543
8,40,0.3432098765432099,0.42712083253848143
8,41,0.33202614379084966,0.4403790601210445
8,42,0.34316353887399464,0.4474388474556339
8,43,0.32299741602067183,0.4349698447486474
8,44,0.372,0.46465457259033355
8,45,0.3367911479944675,0.43678083822639824
8,46,0.38328729281767954,0.46952460617051445
8,47,0.3130841121495327,0.4417206701982733
8,48,0.351010101010101,0.4337459758513902
8,49,0.31135531135531136,0.40312903907564096
8,50,0.2898550724637681,0.4425976926528697
8,51,0.28859857482185275,0.3924443338115881
8,52,0.27848101265822783,0.3903342925695828
8,53,0.26157407407407407,0.41467872021498603
8,54,0.2682926829268293,0.3772285271078042
8,55,0.23958333333333334,0.3837431066870447
8,56,0.24390243902439024,0.372859746076058
8,57,0.6,1.0336445484941033
8,58,0.4583333333333333,1.0326121628122917
8,59,1.0454545454545454,1.3314380468978917
8,60,0.65,1.055409346599171
8,61,2.3,1.6865480854231356
8,62,3.175675675675676,0.8011815598800885
8,63,2.911764705882353,1.3142747223706364
8,64,0.0,0.0
9,1,0.097,0.296105857217784
9,2,0.29183673469387755,0.489454360350106
9,3,0.6313559322033898,0.6403802095103612
9,4,0.9767981438515081,0.7574913996414832
9,5,1.3454907161803713,0.8671744873710033
9,6,1.6080476900149032,0.8741021341959131
9,7,1.914802065404475,0.9372857936777925
9,8,2.0150375939849625,0.9634367422926495
9,9,2.0728476821192054,1.0198212867147016
9,10,2.0338427947598254,1.036241986432073
9,11,1.960136674259681,0.9740378601301883
9,12,1.947242206235012,1.0633077569107916
9,13,1.7147651006711409,0.9391611445651489
9,14,1.5317796610169492,0.8767137358922924
9,15,1.3936842105263159,0.8182788521118323
9,16,1.2320717131474104,0.7856162581226284
9,17,1.1413662239089184,0.747261434035084
9,18,1.0673400673400673,0.6954518558620129
9,19,0.9701612903225807,0.7113185824939766
9,20,0.7893939393939394,0.6491803605155863
9,21,0.7146974063400576,0.6230424888697288
9,22,0.6543810848400556,0.5975387070162614
9,23,0.5805555555555556,0.5554481429156078
9,24,0.508724832214765,0.5245239631233227
9,25,0.48133848133848134,0.4973893286987175
9,26,0.42396907216494845,0.4951561177827844
9,27,0.3980222496909765,0.47308346499415227
9,28,0.36586901763224183,0.4547147580574558
9,29,0.3103448275862069,0.4031128874149275
9,30,0.32760663507109006,0.4317840248683213
9,31,0.294049008168028,0.42125154252699765
9,32,0.2762691853600944,0.40803544008013853
9,33,0.27590361445783135,0.3995142893784392
9,34,0.2511600928074246,0.3596582451695752
9,35,0.24133949191685913,0.35344717977295076
9,36,0.24734982332155478,0.3659385340928841
9,37,0.23337222870478413,0.35160771315129075
9,38,0.22759022118742725,0.35438661634387003
9,39,0.25806451612903225,0.3777147767565801
9,40,0.2312206572769953,0.3667264443398933
9,41,0.23596792668957617,0.37310777506527487
9,42,0.22987164527421236,0.34975840440187167
9,43,0.2391304347826087,0.36555671728883227
9,44,0.23475258918296893,0.3633726930618052
9,45,0.2309495896834701,0.34685530738815157
9,46,0.2190034762456547,0.34078581053998697
9,47,0.2296340023612751,0.3599090155263272
9,48,0.24118316268486917,0.35615187296746326
9,49,0.22520420070011668,0.36419093095235217
9,50,0.2278177458033573,0.3702869143196949
9,51,0.24197384066587396,0.3610637778784061
9,52,0.2221556886227545,0.3375751444198325
9,53,0.23309178743961353,0.3554945888328332
9,54,0.2141089108910891,0.3393980355535341
9,55,0.2115621156211562,0.3467145518072864
9,56,0.24179292929292928,0.3736698347962645
9,57,0.20208604954367665,0.3324814966105941
9,58,0.23302872062663185,0.3689844274095851
9,59,0.20268456375838925,0.32974132675559786
9,60,0.19085631349782292,0.3170365936416513
9,61,0.2240829346092504,0.3455937791736346
9,62,0.2146422628951747,0.3635728906435005
9,63,0.20466786355475763,0.32621621784015914
9,64,0.1994106090373281,0.3577318728871566
9,65,0.1853146853146853,0.31886730942847596
9,66,0.1804812834224599,0.313107375945171
9,67,0.14728682170542637,0.26022364502244916
9,68,0.16666666666666666,0.29890981756677165
9,69,0.11870503597122302,0.28604457576098397
9,70,0.12318840579710146,0.23335464523302918
9,71,0.21794871794871795,0.5355134254898677
9,72,0.16666666666666666,0.3535533905932738
9,73,0.2727272727272727,0.3437758254761643
9,74,0.125,0.25
9,75,0.0,0.0
9,76,0.35714285714285715,0.24397501823713327
9,77,0.5,0.0
9,78,0.0,0.0
9,79,0.0,0.0
9,80,0.0,0.0
9,81,0.0,0.0
10,1,0.083,0.27602026589942125
10,2,0.2719033232628399,0.4736888767266014
10,3,0.6096398305084746,0.635551778489711
10,4,0.9269988412514485,0.7803420980710047
10,5,1.3222811671087533,0.8663593870367753
10,6,1.656203288490284,0.9445135905235987
10,7,1.9453125,0.991728700410244
10,8,2.0714285714285716,0.9705484458357994
10,9,2.2451403887688985,1.0613502853913412
10,10,2.1995249406175774,1.0687552895866022
